"","doc","text"
"26","1860-11-22","22 ноября. Вторник. В четверг будут Каташенкины именины. Вот то приготовления к нему идут! Вчера только я окончил. В Воскресенье был у Леонтьевых. У них конечно ничего ждать особенного. Одна скука царствует и больше ничего. Конечно для меня, а не для других. В Воскресенье я ходил с папой к Грегориусу и мне заказан мундир с жилетом и триковыми брюками. 32 рубли стоит. Это не шутка. На улице их не найдешь. Последние деньги бедный папа кладет и нечем заместить их. Господи! Дай мне силы, если не теперь, то по крайней мере впоследствии заслужить это у папы. И какой я не благодарный. Как часто я грубил ему, выводил его из терпения, и за это-то я получаю вознаграждение. Сегодня приходил нянькин брат. Снял с меня мерку для сапог. Они будут готовы на будущей неделе и стоят 3 рублей 50 копеек. И это не шутка. Как нынче все стало дорого. В гимназии у нас распространилась болезнь свинка так, что в лазарете места нету. В Субботу вызывал меня Миквиц из Физики. Пришлось отвечать о сферических зеркалах. Я ему как знал так и рассказал. Одной теоремы я не припомнил и еще часть соврал. Вот мне по окончании класса и говорит мне: Вы, Чемезов, говорите довольно плавно, но с некоторыми задвижками какими-то. Значит вы не понимаете ничего, но вызубрили и вызубрили хорошо. Конечно мне не понравилась такая проповедь. Я и озлился немножко тут. Начал с ним спорить. Не беситься, не беситься говорил мне хлопая по моему плечу. Ну, наконец помирились и расстались хорошо. Он поставил тройку. Однако своими словами он показал свое сомнение в том что я понимаю то, что я говорю из физики или из математики, а не задалбливаю этого."
"27","1860-11-25","25 ноября. Пятница. Третьего дня в девятом часу приехала Каташенька с Иваном Галактионовичем и детьми. Вчера собрались гости: Елизавета Алексеевна, Георгиевские все и дяденька. Ну конечно была суматоха. Легли в 3м часу. Однако пора делом заниматься."
"28","1860-12-04","4 декабря (ноября).  Воскресенье. Я сегодня не ходил к Леонтьевым. Да и куда тут пойдешь. Такой мороз наступил, что просто ужас. Настоящий русский. У нас в гимназии основана Воскресная школа. Я положил себе за правило учиться к каждому дню изо всех предметов, что я прежде не делал. Начало хорошо. Вчера от Буша получил 4. Если бы каждый день по 4, так ничего б было ехидно."
"29","1860-12-29","29 декабря. Вторник. Отметки у меня самые плохие. Надо учиться хорошенько. Еще есть время поправиться. Буду стараться. От Лапшина я какими-то судьбами получил 5 и в тот же день от батюшки 5. Счастливый видно денек выбрался. Зато от Лебядинского 1, из физики 2 <U+00BD>. Ужасно, Ужасно! Лучше не писать. Я не знаю отчего Миквиц мне не поставил 3. Я ему знал. Такая тоска право когда вспомнишь про отметки, что я не знаю, куда деваться. Уже именно сердце кровью обливается. Ведь я могу лучше учиться, но ленюсь, не хочу. Надо преодолеть проклятую лень. Отбросить ее, но не могу, нет силы. Неужели я так слаб, что даже не могу хорошенько учиться? Человек может все сделать, что только он захочет. Сегодня у нас освистали Герсдорфа. В Субботу на прошедшей неделе мы были первый раз в Мариинском театре. Мне он не очень понравился. Так себе, ничего и хорошо в особенности газовое освещение. Играли Кроатку. Леонова была одета в мужское платье. Вот разыгралось то ретивое. Пели знаменитости — Васильев, Петров, Сетов, Булахова. Декорации хороши, впрочем не очень. Мне Большой театр больше нравится."
"30","1861-02-03","3 февраля. Пятница. Я списал в Рибо стихотворение латинское, которое хочу выучить:
Настоящая студенческая песня. Все, так и пахнет независимостью. Эти стихи очень годятся для нового года. Вот и другие. Вероятно я тут много наврал потому, что ничего не понимаю. Потом когда-нибудь переведу. Пускаясь в философские рассуждения о том, как бы мне хорошенько учиться, представляя себе золотые горы в будущем, воображая себя первым учеником, наверху теперешнего счастья, я нисколько не думал осуществить свой идеал, достигнуть моей цели. И я имел бы силу совершить это. Мне надо немного старания и я превзойду прочих. Но старания то, самого то нужного, прилежания у меня и не достается. Я такого характера, что за мной надо строго следить, всегда стоять наготове, с плеткой в руках и чуть только во мне заметили что-нибудь недоброе, сейчас только меня плеткой так чтоб я к потолку подскочил — тогда только я буду хорош, а если меня предоставить самому себе, мне т.е. дать совершенную волю — тогда беда — все кончено. Главное у меня нет воли. А надо учиться, надо учиться, и ни как-нибудь, а хорошо. Папа теперь беден, надо его поддерживать, надо утешить старика, хоть чем-нибудь, хоть раз в жизни доставить ему удовольствие, обрадовать его, что он мог сказать: Вот какие у меня дети! Господи, Господи! Опять мечты, опять несбыточности, пустота. Да неужели я не могу достичь до такого счастья? А все кажется есть у меня. И покой, и книги, и способности, и тепло, и сытно, ни о чем не надо заботиться, как только о учении. И что же я делаю? Ничего, в полном смысле ничего. Грешно, грешно этак поступать. А есть семьи у которых и половины нет того, что у меня есть, а учатся отлично. Отчего же бы я не смог того же делать? Лень, лень проклятая одолевает меня, уничтожает, попирает меня! И я отдаюсь ей, предаюсь ее воле и не забочусь об исправлении. Целый ад теперь в моем сердце и опять я виноват этому, а никто другой. Учись я хорошо и был бы я спокоен и доволен и мною бы были довольны. А теперь?? Ах! Просто я не знаю, что делать. Этакие ведь минуту нашли, что просто не знаешь, куда деться. Ну да, довольно уж."
"31","1861-02-04","4 января. Пятница. У меня что-то все время переменяется. Вчера был февраль, сегодня январь. Вчера Пятница, сегодня Пятница. А все от рассеянности. Костя что-то слишком с папой спорит, прекословит во всем. Грубит, чёрт знает что такое. Вспомнит потом он, покается, будет его совесть мучить за это но уже поздно тогда. И охота папе ухаживать за ним — я не понимаю. Я бы на их месте ругал бы его на каждом шагу, пришпорил бы так, что он не смел слова сказать. Досадно право смотреть его такое обращение, теперь, когда он им всем обязан. Что же будет тогда как они будут обязаны в чем-нибудь ему — да он заест их. Худо у нас что-то все. Не знаю отчего. Сегодня меня вызывал Буш. Сказал gut и поставил 4. Начало то хорошо. Да оно всегда так бывает, что начнет хорошо, а кончит худу. Теперь все поговаривают о крестьянском деле. Говорят, что в 19 февралю будет объявлено. Послужит ли это же пользе? Не знаю. Теперь и знать то нельзя, а то сейчас в крепость. Однако пора заняться и делом, а не болтать пустяки."
"32","1861-02-18","18 февраля. Суббота. Февраля. Все что-то поговаривают об воле. Разные слухи, будто бы объявят волю 19го в Воскресенье, но Генерал-губернатор не замедлил публиковать, что все это пустяки. Однако, не смотря на то, что все это пустяки идут видимые и не мало важные приготовления. Так например говорят, что в крепость перевезены все годные оружия из арсенала, который находится на Литейной, что там заряжена цела батарея, что туда переведут Преображенский полк. Но ведь всего не перескажешь, что говорят. В Полицейских Ведомостях публиковали, будто бы в Варшаве был бунт. Дело вот в чем: 13-го прошедшего февраля Поляки захотели править тризну по убитым в сражении при Грохове. Вскоре составилась процессия. Сошлось много народу. Но войска как скоро увидели это, тотчас разогнали всю торжественную процессию. Дело этим не кончилось. На другой день 5 000 народа собралось на главной площади. Войска то же явились туда. Но их не пускали. Начали бросать камнями, бить, толкать. Отдан был приказ роте дать один залп из ружей по толпе, почему и были убиты 6 человек, да 6 ранены. Но ведь в газете написано, а почему знать может быть в Варшаве 20 человек убито, да столько же ранено. Потом сегодня утром часу в 3м один пьяный мужик закричал на улице: Воля, ребята, воля. Его тотчас схватили. Созвали всех дворников. Ввалили мужику 200 розог, а дворникам объявили, чтоб они при первом подобном случае доносили полиции, а в противном же случае с ними будет поступлено как с виновными. Говорят, что дворяне весьма недовольны императором и в прошедшем заседании его встретили молча, так, что почти он один все решил. Отдал приказ, чтоб помещикам давать помощь, по первому их востребованию."
"33","1861-05-03","3 мая. Среда. Что я тут врал писал. Все как нельзя лучше прошло. Не только да беспорядков не было, а еще императору подносили хлеб соль да благодарности. Мы уже теперь на новой квартире живем в том же доме, только гораздо просторнее и в 3 этаже. Я долго не писал в эту тетрадь. Наконец пришла охота. Теперь все опишу. Прежде всего начну с кончины тетеньки Дарьи Николаевны."
"34","1861-05-26","26 мая. Пятница. Что тут описывать печальное событие. Лучше поговорить о чем-нибудь более приятном и веселом. Во вторник 23 мая когда я сидела у Красова в классе, Альшевский пришел мне сказать, что Миквиц зовет меня на площадку. Он только что вызывал меня и ответил порядочно. Недоумевал в чем дело, я однако отправился вниз. Там Миквиц говорил с Ивановым из V класса. Заметив меня, он отпустил Иванова и обратился ко мне с вопросом: Чемезов! У вас есть душа? Я, ничего не понимая, молчал. На ваше честное слово можно полагаться? Я все молчал. Я вас отпустил без экзамена, но с тем условием, чтобы учиться в VII классе. Я так был рад этому, что право не могу выразить словами. Сейчас бросился со всех ног в класс и чтоб сколько-нибудь облегчить душу рассказал мой разговор первому встречному со всеми подробностями и даже с прибавками, дополнил кое-что моим живым воображением. Я думал, что теперь для меня все кончено и сей час можно ехать в Царское, а между тем вышло иначе. Отправились к Лемониусу и попросил его отпустить меня без экзамена. Я получил в ответ, что надо написать письменное прошение. На следующий день папа сам ходил с прошением и тот болван, немец этакой сказал, что узнаю я об этом в субботу. Что-то будет! Не знаю. А немножко таки страшненько. Теперь надо будет записывать каждый день, чтоб был материал для сочинения Стоюнину в VII классе."
"35","1861-05-29","29 мая. Понедельник. Царское село. Вот я отпущен без экзамена. Говорят, что из Закона Божия все должны держать, а я уехал не державши. Ну до чего глупо беспокоиться, ведь Бормотов, Филиппов и Потолов тоже уехали без экзаменов. Вчера я встал в 8 часов утра чтобы со второй машины ехать сюда. Добрая мама тотчас принялась топить печку, чтобы изжарить пирогов мне на дорогу. С вечеру у меня все нужное на дорогу было уложено в большой чемодан. Было уже 9 часов, а я все не шел в вокзал. Наконец по прошествии 10 минуты я оделся, простился со всеми и побежал, именно побежал на машину, боясь опоздать. Весь в поту, красный от жара, как вареный рак, запыленный я дошел до вокзала в полчаса. Вскоре я приехал сюда. Леонтьевы были у обедни. Пользуясь этим, я начал раскладываться, позвал Кирилла, отдал ему разные поручения и одевшись в летнее серое платье отправился представляться к Леонтьевым. Они сидели в спальне. Софья Константиновна очень удивилась увидав меня. Вскоре пришел Володенька и мы, немного посидев, намеревались идти в палисадник играть с двухнедельным Толиком. Вечером мы поехали в Павловск на новых лошадях. Леонтьевы купили объезжать лошадей пару за 350 рублей у князя Шаховского. Как говорит Кирилла. Одну вороную и потом Звездочку они хотят продавать, а если никто не купит так отправить на мызу. В Павловске было довольно много народу, но так как мы были там недолго, то я и не мог хорошенько всего рассмотреть. Сегодня я встал в 7 часу и ушел во дворцовый сад в начале 9 часа с книгой, которую мне дал Кирилла. Погода превосходная. Я отправился в цветники, думая найти там множество цветов и сделать маме сюрприз. Грядки были пусты. На немногих только взошли небольшие цветочки. Сирень только что еще начинается цвести. Самые цветочки ее я не видел, но почек на всех кустах много. В нашем саду цветов решительно нету. Долго гулял я во дворцовом саду. Смотрел то место, где мы третьего года с Котей наворовали множество небольших яблок, из которых мама сделали варенье. Но одному скучно было ходить в саду и в 11 <U+00BE> часа я отправился домой. Квартиры здесь никто не нанимает и это очень худо потому, что в таком случае мы не поедем в Грузино. Какая скука здесь, просто ужас. Еще L.F. хочет говорить со мною по-французски, а я ничего не понимаю. Ужас, да и только. Мама бедная одна сидит теперь в Петербурге. Папа уйдет на рыбную ловлю, другие все разъехались, а она одна сидит там в духоте такой. Когда я ехал сюда папа дал мне 1 рубль 28 копеек. Добрый папа и в нужде, ты так щедро даешь. Что же бы было если б ты был богат? Ах какая скука здесь, жара, тишина! Я думаю сейчас за мной пришлют от Леонтьевых, чтоб я там читал по-французски, что для меня хуже всякой горькой редьки. Господи! Поскорей бы наняли квартиру здесь, да мы бы уехали в Грузино. Ну, если придется жить и это здесь и с одной мамой, так уж я не знаю, что будет. 
Вечер того же дня. Сейчас только я получал от мамы письмо. Добрая мама! Как ты любишь меня! Я не умел оценить тебя! Пишет, чтоб отдать квартиру если жилец, приходивший вчера нанимать ее согласен отдать 120 рублей. вперед за год, а в противном случае мы сами переедем сюда на лето. Прощай тогда Грузино! Нечего и надеяться быть там. Сегодня я задал Володеньке задачу по Арифметике, да видно она не понравилась Софье Константиновне потому, что она сейчас стала давать Володеньке свои задачи и приглашения каждый день слушать как она учить его. Видно Леонтьевы в самом деле, не на шутку готовят меня в его учителя. Это и приятно и неприятно. Приятно, потому что деньги будут или по крайней мере какие-нибудь вещицы, подаренные ими, а неприятно, что она сама будет наблюдать за всем ходом ученья. Это пренесносно! Всюду будет соваться со своим носом и еще давать советы. Они пошли гулять, а я сказал, что хочу писать письмо маме, а сам и не думал писать его. Надо завтра пораньше встать да отправиться гулять. Я еще у дядюшки не был. К нему надо сходить. Говорят, что в среду приедет Настасья Петровна. Вот еще более хлопот. Просто ужас!"
"36","1861-06-03","3 июня. Суббота. Вчера в седьмом часу утра я отправился ловить рыбу. Погода была превосходная, главное, не было жару. Я отправился в серой одежде на то место пруда, где прошедший год была обойная а теперь, говорят, хотят устроить бани. Я поймал двух порядочных окуней. Домой воротился в 9 <U+00BE> часа. Учил Софью Константиновну Греческой азбуке. Потом были на сетке, гуляли во дворцовом саду, ходили к Спасителю. Там некоторые георгины уже цветут. Большая часть цветов еще не цветет. Хотел я, сегодня утром отправиться гулять в сад, да проспал. В Софии был пожар. Говорят горели бани. Я отправился сначала к М.И. занести данные им книги, потом в Софию посмотреть пожар. Кстати зашел и в гостиный двор, купил там стальных перьев у Ахановаза 35 копеек 6 <U+00BD> дюжин, тогда как дюжина стоит 10 копеек. Следовательно я заплатил почти половинную цену. Сюда приехала на второй машине Настасья Петровна с Матрешей. Привезли Володиньке и Машеньке по одной золотой рыбке. Некуда видно девать денег то, так и тратят на пустяки. Надо бы сходить сегодня ко всенощной ведь завтра Воскресенье. Да не знаю отпустят ли. Поскорей бы настал Вторник уехал бы я в Петербург."
"37","1861-06-04","4 июня. Воскресенье. Вчера мы решились с Кириллой отправиться на рыбную ловлю в 2 часа ночи. Сначала я хотел не спать совсем, но Кирилла пошел поливать палисадник и я нехотя задремал и уснул. Было уже 12 часов. Я совершенно не слышал как пришел Кирилла, как он лег и уснул также крепко как и я. В 2 <U+00BD> часа я проснулся, вскочил и увидел который час, разбудил Кирилла и мы взяв удочки, отправились на Николаевский пруд. Сначала начали ловить возле большой обойной фабрики. Там мне удалось вытащить одного окуня. Все тем и кончился клев. Сколько я не стоял, поплавок даже и не шевельнулся. Кирилла не поймал ни одного. Мы перешли на крытый плот для мытья белья. Тут опустили окуня в лужу, образовавшуюся на дне этого плота от накопившейся воды. Кирилла здесь поймал большую плотву. Так как мы стояли довольно долго, а рыба все не клевала, то нам надоело наконец стоять по пустому и мы решились идти к Иордани. Надо было поймать окуня, который свободно ходил в огромной луже и, несмотря на все наши старания не попадал в руки. Наконец я с сачком в руке побежал смотреть удочки. Глядь, а моя-то удочка плывет по воде и видно, что какая сильная и большая рыба быстро тащит ее поперек течения к противоположному берегу. Я старался достать удилище качкой, но все было тщетно и я еще дальше оттолкнул его от плота. Кирилло сначала хотел плыть за удочкой и догнать, но потом раздумал, и побежал доставать у кого-нибудь лодку. А рыба между тем вместе с удилищем быстро шла вперед и уже далеко была от плота. Кирилло нагнал удочку уже в то время когда они были в одной сажени от берега, противоположного плоту. Он схватил удилище в руку, но не тут то было, рыба видно не дура, она бросилась в траву и быстро там перевернулась. Английский волос лопнул пополам и Кирилла возвратился назад с одним удилищем и лесой без крючка. Видно была порядочная рыба, что имела силу стащить удочку в воду. Тогда мы пошли к Иордани и, никого там не поймав, воротились домой в начале восьмого часа. Я лег спать и проспал до 12 часов."
"38","1861-06-05","5 июня. Понедельник. Когда я вчера еще спал мне принесли письмо от мамы. Она пишет, что нам нечего надеяться на Грузино. Прощай теперь мое Грузино, прощай и мое веселье, которое я думал найти там. Видно придется нам в Царском селе жить. Это будет уж чистое наказание. Нельзя свободного шагу сделать. Лишь увидит этот сверчок Володенька, сейчас: Володя Чемезов, Володя Чемезов и потащит в сад. Как Леонтьевы распоряжаются у нас, точно в собственном доме. Вчера например Софья Константиновна увидела, что на грядке около pas-de-giant посажены георгины и к ним приставлены большие палки да довольно далеко так, что Володенька, когда будет бегать так не достанет до них. Сейчас Софья Константиновна и говорит мне: Володенька Чемезов? Разве непременно надо такие большие палки? Я говорю, что цветы большие посажены, так и палки большие надо. Ей это кажется не понравилось и потому, обратившись к В. Н. она сказала: Васенька, прикажи Кирилле, чтоб он переменил эти палки. Я однако не отстал от нее: Софья Константиновна, ведь все равно: теперь поставить маленькие палки, а потом когда цветы вырастут, надо будет опять воткнуть большие палки. Она отвечала, что по крайней мере теперь побегать Володеньке, а уж потом не бегать. Тем дело и кончилось. Впрочем она вчера была ко мне очень ласкова и даже раз погладила по голове, чего за ней прежде не бывало. Сегодня я встал в 9 <U+00BD> часов. В.В. дала мне два больших стакана кофею и я выпил их с удовольствием. В то время. Когда я допивал последний приходит Жени звать меня к Софье Константиновне пить кофе. Я однако не пошел сейчас потому, что не был одет, а по прошествии некоторого времени, когда я пришел к ней в спальню, она еще одевалась и, вероятно желая меня испытать, спросила с лукавой улыбкой: Отчего вы, Володенька, не пришли пить кофе. Я ответил без запинки: Потому, что дома напился. Она не нашлась, что на это отвечать и только спросила, видел ли я Володеньку. Сейчас Чухонец навозил песку полсажени и я отдал ему 3 рубля серебром. Хочу сегодня отправиться в Павловск на прощанье. Я хотел завтра с первой машины ехать в Петербург. Хорошо, что заранее узнал, что Леонтьевы едут на той же машине и я составил план или лучше сказать обман, по которому легко бы мог избавиться от такого неприятного общества. Именно я скажу им, будто бы отправляюсь на семичасовой машине, а сам поеду на второй. Софья Константиновна очень удивилась, когда я сказал ей, что уезжаю во Вторник и посоветовала мне отпроситься у мамы еще на несколько дней, чтобы пожить у них. Вот удивленье то. Сейчас пошел дождик и снег. В июне месяце снег. Этого еще никогда не бывало. Да еще Кирилло говорит, будто ему сказывал Никона, что 15 Мая в каком-то городе за 1000 верст отсюда выпало много снегу и был такой мороз, что хоть не выходи на улицу. Немудрено после этого, что и у нас выпал сегодня снег. Странно право. Прошлые дни были такие жары, что хлеб весь испортился, произошла засуха, дождя ни капельки не было. А теперь вдруг ни с того, ни с сего пошел дождик и сделалось ужасно холодно. А впрочем это очень хорошо, что идет дождик, не мешало бы быть и грозе. По крайней мере воздух бы не был так удушлив и сделался б гораздо чище. Да вообще после грозы вся природа как-то обновится. Злак будет ярче и чище. Небо очистится от туч и солнце во всей красе явится на его голубом поле и покажется еще лучше, после того, как не видали его несколько часов. Пыль на дороге прибьется дождем и не будет залеплять вам глаза и рот. Воздух прояснится. Самому как-то веселее станет на сердце и легче будет дышать и с большим удовольствием наслаждаться природой и поневоле с благоговением подумаешь о великой мудрости Творца Небесного и усердно, усердно помолишься Ему о благорастворении воздуха и изобилии плодов земных. В самой грозе заключается что-то величественное, напоминающее нам о вездесущности Бога. Я что-то зафилософствовался и забыл что пора идти к Володеньке. Опять новое мученье. Ну да что тут горевать, завтра уеду в Петербург, да и дело с концом. Надо с ним поиграть немножко, угодить Софье Константиновне. Ну и кончено все. Завтра В. Н. едет в деревню. Я думаю Софья Константиновна рада, что избавится от его присутствия. Она сама невольно высказала это мне, когда она думала, что я еду в Петербург, то сказала: Владимир Николаевич уезжает, теперь то и погулять. Сейчас к ним приехала Надежда Павловна. Я и удрал поскорее. Ужасно. Как я не люблю таких гостей. Как выйдут так и оглянут с головы до ног. Ты им поклонишься, а они даже и головой не кивнут. Вот уезжают. Слава Тебе Господи! Пойду ка к Володеньке. Не сбылись мои желания. Хотел я сегодня идти в Павловск. Нашли тучи, пошел дождик и я должен был остаться. Завтра надо встать пораньше и если б и был дождик, пойду таки в дворцовый сад и нарву для мамы букет сирени. Сегодня я выпил пять ложек жиру рыбьего. Не знаю, что будет. Пожалуй разболится живот. Леонтьевы служили у себя дома молебен и Софья Константиновна послала сыну священника, ровеснику Володеньке один апельсин."
"39","1861-06-10","10 июня. Суббота. В Петербурге. 6 Июня во Вторник на второй машине я воротился из Царского села. С самого утра была пасмурная погода. Несмотря на это я отправился во дворцовый сад, чтобы нарвать сирени. Все прошло благополучно и я возвратился домой с большим букетом сирени. Со мной вместе поехала Варавара Васильевна жена здешнего купца 3й гильдии по фамилии Цуцанова. Домой в Петербурге я пришел в первом часу, когда самовар был еще на столе и с удовольствием напился своего домашнего кофе. Был потом у Рибо. Взял ножик перочинный, оставленный мною у Альшевского. К папе приехал из Костино Иванов Василий Иванович. С ним вчера в пятом часу вечера мы ходили ловить рыбу на баржу Громова. Сначала я ловил с бревен, накиданных в воду и связанных между собою цепями, но так как тут не клевало, то я перешел в лодку и здесь было то же самое. Тогда я пришел к папе на пароход и тут поймал я один штук 10. Всех рыб было 46. Из них было сегодня сделано жаркое с горчицей и уксусом. Иванов ночевал у нас 2 ночи и сегодня уехал в Колпино. На днях мы получили письмо из Грузино. Котя пишет, что он научился грести веслом и с утра до ночи катается по прудам в саду, завет меня туда. Давно бы уж я был там, да нельзя. Квартира в Царском селе не отдана и если не отдастся так мы и совсем не поедем в Грузино. А мне бы очень хотелось и маме тоже. Завтра Троица, а я остался дома и не пошел на всенощную. Ячмень сел мне на глаз. Сегодня мы ждем Котю. Он хотел приехать сюда к Троице, если мы не приедем в Грузино. На машине в 3 <U+00BD> часе поехал в Царское папа. Если б он отдал квартиру, как бы я был рад. Может быть тогда б поехали в Грузино. А как бы мне хотелось. То-то бы загулял и от Леонтьевых был бы далеко."
"40","1861-06-11","11 июня. Воскресенье. Сегодня праздник Святой Троицы. Самая природа принарядилась и разукрасилась ради праздника. Небо светло-голубое, изредка ходят по нем облака, чистые блестящие облака. Солнышко весело смотрит на землю и ярко освещает ее своими живительными, благотворными лучами. Свет деревья лениво качается при теплом дуновении ветра и листья их тихо шепчутся между собою. Птицы весело щебечут. Порой раздается громкое пение петуха, так сильно нравящееся всякому Русскому. Прибавьте к этому торжественный звон колоколов, так величественно гудящий в воздухе. Как радостно трепещет сердце при виде оживленной, помолодевшей природы. Как бы хорошо теперь было в Грузино. Сиди тут в четырех стенах, да еще не выходи на улицу. Проклятый ячмень сел на глаз. Мама ушла в церковь к обедне. Сегодня утром купили молодых березок и расставили по углам комнаты. Прежде, как то весело было, когда видишь комнату, убранную березками, а теперь решительно все равно. Скука какая то напала, лень обуяла. Не знаешь, за что приняться. Ничего не хочется делать. Все бы только спать да спать. Этим немного выиграешь. Прежде хотел заниматься алгеброй во время каникул, а еще и не начинал. Надо же наконец хоть что-нибудь сделать для VII класса. Ведь это последний год в гимназии. Потом я с охотой принялся за ученье, а да уж поздно будет. Пока есть время оправляйся. Потом ведь совсем замучит. Ну с Божиею помощью завтра начну учиться алгебре. Надо сдержать слово Миквицу. Тогда он сам увидит, что я ему не отвечал не по лености. Пусть будет лучшего мнения обо мне. В Четверг в гимназии будет акт. Что-то мне он объявит. Радостное или несчастное. Говорят Красов едет директором в Вологодскую гимназию. Это худо: он не будет у нас учить, на место его поступит другой. А я у Красова последнее время все 5 имел. Как то придется в последнее время учиться у нового учителя.

Вечер того же дня. Мама пришла из церкви в 12 <U+00BD> часов. У меня уже был самовар на столе и кофе готовый. Мы сейчас и напились чаю. Говорят, что священник у Косьмы и Дамиана очень хорошо служил и даже плакал. Получили письмо от Сони, в котором она пишет, что Аренбург гадкий городишко. Домы маленькие, улицы узкие. Потом принесли Сына Отечества, я почитал его, да и бросил на окошко. Поели жаркого, напились чаю, да и спать пора. Вот и день прошел. А спроси-ка нас что мы сделали хорошего? Так и ответишь — ничего. Еще мама в церкви была, а я то что, и дома то хорошо не помолился."
