"Topic","Date","Text","Keywords","Probability"
3,"1862-04-04","4 апреля. Среда. Пятый день пришел с тех пор как нас отпустили, а я повторил только половину арифметики. Мне кажется, что ко 2му Мая я кроме математики не повторю ничего другого. Это будет худо. Надо торопиться. Сегодня я исповедовался, да успел столько нагрешить, что хоть сейчас идти снова исповедоваться. Завтра день моего рождения и причастия. Завтра минет мне 17 лет. Довольно, чтобы сделать что-нибудь полезное, научиться хоть чему-нибудь, а как посмотришь так выходит, что ничего не сделано хорошего, ничему не научился. Грустно, право грустно, да что станешь делать. Такая уж натура. Понимаю, что худо делаю и все-таки делаю, а отчего? От недостатка воли, а может быть и оттого, что разучился заниматься т.е. не не то, чтобы разучился, а и совсем мне научился. как я теперь раскаиваюсь, что не занимался в меньших классах! Раскаяние никогда не поздно — это правда, но оно принесет пользу только тогда, когда будет соединено с исправлением, а в противном случае только лишняя трата времени. Странный право у меня характер. Я не зол и не вспыльчив, а серединка на половинку. Впрочем самому трудно верно разобрать свой характер. Непременно крайность: или слишком беспристрастен, или пристрастен. Середины не бывает. Хочу с сегодняшнего дня вставать часов в 6 и заниматься арифметикой, вообще математикой.","гимназия, воля, сердце, польза, папа, церковь, лучший, глупый, несчастный, рад",0.992179353493222
3,"1861-02-04","4 января. Пятница. У меня что-то все время переменяется. Вчера был февраль, сегодня январь. Вчера Пятница, сегодня Пятница. А все от рассеянности. Костя что-то слишком с папой спорит, прекословит во всем. Грубит, чёрт знает что такое. Вспомнит потом он, покается, будет его совесть мучить за это но уже поздно тогда. И охота папе ухаживать за ним — я не понимаю. Я бы на их месте ругал бы его на каждом шагу, пришпорил бы так, что он не смел слова сказать. Досадно право смотреть его такое обращение, теперь, когда он им всем обязан. Что же будет тогда как они будут обязаны в чем-нибудь ему — да он заест их. Худо у нас что-то все. Не знаю отчего. Сегодня меня вызывал Буш. Сказал gut и поставил 4. Начало то хорошо. Да оно всегда так бывает, что начнет хорошо, а кончит худу. Теперь все поговаривают о крестьянском деле. Говорят, что в 19 февралю будет объявлено. Послужит ли это же пользе? Не знаю. Теперь и знать то нельзя, а то сейчас в крепость. Однако пора заняться и делом, а не болтать пустяки.","гимназия, воля, сердце, польза, папа, церковь, лучший, глупый, несчастный, рад",0.986583184257603
3,"1861-12-17","17 декабря. Воскресенье. Начну с того, что к завтрему ничего не знаю. Это уж старая материя. Надо будет в последствии хорошенько заняться, после праздников, а теперь заниматься не очень. Наши ушли к Георгиевским. Здесь Петр Николаевич.","гимназия, воля, сердце, польза, папа, церковь, лучший, глупый, несчастный, рад",0.931192660550459
3,"1861-11-12","12 ноября. Воскресенье. Вчера вечером пришел к Коте Бухарев. Мы заговорили о том, что берет перевес сердце над умом или ум над сердцем. Я с Бухаревым утверждали первое. Котя отстаивал второе. Мне и до сих пор кажется, что я прав. Если не все так по крайней мере большая часть людей повинуются первому влечению сердца. Очень мало исключения, если кто нас рассердит мы никогда не удержим своего гнева, а изольем его тут же, не размышляя наперед хорошо ли это будет или худо? Впоследствии уже спохватимся, да будет поздно. Таких примеров каждый день встречает по сто. И сколько людей делаются несчастными на всю жизнь из-за каких-нибудь пустяков и именно потому что не умели сдержать во время побуждения своего сердца. Одна история может нам представить тысячу подобных примеров. Так Александр великий в пылу своего гнева убил Клита. Волынский погиб из-за того, что в жару спора с Бироном, требовал уплаты денег сказал, что Бирон защищает Поляков потому что герцог Курляндский и что всякий народ для него лучше Русских. И не из одной Истории можно привести примеры. Сейчас заходит ко мне Филлипов, звал к Рибо, да я не пошел. Что за охота идти в такую погоду. Отовсюду течет. И сверху и снизу. И с крыш капает и на тротуарах лужи растаявшего снегу.","гимназия, воля, сердце, польза, папа, церковь, лучший, глупый, несчастный, рад",0.911083540115798
3,"1862-01-23","23 января. Вторник. Вчера за обедом нам принесли письмо, в котором просят в 10 часов утра сегодня на похороны моего крестного отца Федора Семеновича Почепцова. Он умер от удара 20 января. Вот уже третий покойник из моих знакомых. Его похоронили на Охтинском кладбище. Мы то есть я с Котей воротились из церкви домой во втором часу, а папа поехал на поминки. Сегодня же на часовой машине уехала Каташенька с детьми. Теперь у нас славно, спокойно, тихо, а все таки я не учусь. Отчего? От лени. Никто ведь не изобрел лекарства от нее так, чтобы самому можно было вылечиваться. Кстати, я забыл раньше записать, мы учимся у Блеха, танцора балетного, танцевать. Я уже знаю pas польки, вальса в 2 pas, вальса в 3 pas, польки-мазурки, кадриль, лансье и мазурку. Последние 3 танца я впрочем нехорошо помню. Особенно мазурка, совсем мне не дается. Как ни стараюсь, все не выходит. Уже Блех меня называет злодеем. Котя счастливее. У него все идет. Я думал сначала, что у меня есть способности к танцам, а теперь разуверился. В 11 уроков не могу выучиться хорошенько мазурке! Это странно! Впрочем отчаиваться нечего. Ведь надо терпение, да упражнения. Завтра в шесть часов вечера мы отправимся к Блеху. Что это будет — не знаю. Завтра первые часы Буш и я ему ничего не знаю. Ужасно боюсь, а идти должен.","гимназия, воля, сердце, польза, папа, церковь, лучший, глупый, несчастный, рад",0.816647264260768
4,"1862-06-11","11 июня. Понедельник. Пора наконец написать кое что и об наших экзаменах. Может быть, лет через 50 прочитаю я эти записки, вспомню самые приятные минуты моей жизни, когда я, среди семейства, не имел другой заботы, кроме ученья. Вторым экзаменом был экзамен из французского языка. Дан был день на приготовление. Не смотря на это я однако ничего не сделал. Отправился к Рибо и там провел день. В день самого экзамена я просмотрел грамматику и помолясь Богу отправился в гимназию. Экзаменовался я у Вильде и, как мы говорили, получил 3. Третий оказался был из физики. Брали по два билета, из общих частей физики. Я держал последний и потому получил всего только три, потому что Миквиц беспрестанно бегал и не слушал меня хорошенько. Из первой части физики мне попался билет: О тяжести воздуха и барометр; из второй: О простом микроскопе, Кеплеровом астрономическом и земном телескопе. К несчастью я забыл чертеж микроскопа и не мало не рассуждая нарисовал Галелееву трубу. Тут же я начертил Парротов переносной барометр так хорошо, что ее сам Миквиц не узнал. На физики я не спал одной ночи. Четвертый экзамен был из всеобщей истории и самым отличным. Я получил 5. Брали по три билета, из истории: древней, средней и новой. Из первой мне попалось отвечать об Александре Великом, изо второй историю Германии Арнульфа, Оттоны и Генрихи; из третьей Пруссию от основания, кончая детством Фридириха Великого. Экзаменовался я у Лебедева. Пятый экзамен из Русской истории тоже сошел отлично. Давали по два билета из древней и новой истории: из первой мне пришлось отвечать основание Руси и о первых князьях, изо второй о Петр III и Екатерине Великой. Шестой экзамен был из Закона Божьего. Я совершенно не знал истории церкви и ужасно боялся. Дали два билета из литургии и священной истории, об ектениях и сотворении мира. Ответил не совсем хорошо, да забыл просительную ектению, ну и получил единицею меньше, чем следовало. Но все эти экзамены я не спал ни одной ночи. Седьмой экзамен из русской словесности окончился хорошо. Ставили пять отметок: за историю литературы, теорию прозы, поэзии, славянскую грамматику и сочинения. Я получил 5,5,5,4,4 да годовая 3 и вышло 4. Еще первой попалось Слово о полку Игореве, потом Стоюнин спросил разъяснения эпоса. Еще славянской грамматики Свитонов экзаменовал очень хорошо. Сочинения написать попалось о значении Некрасова, но я поменялся с Пасвиком и написал о значении Ревизора гоголя в русской литературе.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.997125335377539
4,"1862-08-27","27 августа. Понедельник. Кончил русскую историю. Остается еще повторить: закон Божий, всеобщую историю, физику и если будет время, так латинский и немецкий языки. Хорошо бы было, если б хорошо сошли с рук экзамены. До них осталось только 8 дней. Вчера к Шмидту, доктору, приезжали на обед Японцы, вчетвером. Я их видел еще в Царском селе, очень близко. Вчера же вечером мы были в театре александринском, который теперь переименован в народный. Цена в нем понижена значительно. За место в галерее прежде платили 70 копеек., а теперь 40 и т.д. Играли: русская боярыня 17 столетия, Женитьба Гоголя, историю с дядюшкой и всех цветочков боле розу я любил. Мы сначала поехали в Мариинский театр. На нем была опера Жизнь за царя; но ни одного места не было. Были свободны кресла по 1 рублю 50 копеек и можно бы было пожертвовать этими деньгами, да одеты то мы были не так. В Польше теперь волнения. Ярошинский, стрелявший в Константина Николаевича. Ржаньца и хотевшие убить князя Вельепольского, повешены. Впрочем маркизу Гонзаго Мышковскому не сдобровать. Недавно он получил отравленное письмо и, когда стал читать, то, вдохнув ядовитые пары, чувствовал тошноту, как и другие лица, читавшие это письмо. Оно было написано чрезвычайно мелко и неразборчиво, чтобы, держа ближе к глазам, м.б. было отравиться. Открыт заговор. Папа сегодня приехал из Царского. У нас там живет Каташенька. Она приехала из Петербурга на 8-ми часовой машине в Понедельник, 20 Августа.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.99518922386145
4,"1860-11-09a","9 ноября. Четверг. Вчера вечером приехал Иван Галактионович. 22 приедет с детьми Каташенька. То то будет суматоха и не опомнишься. Сегодняшний день для меня не совсем счастливо прошел. Меня вызывал Лапшин и сказал, что я ему не учился. А я ему скоту этакому вчера первый раз сам приготовился, все перевел, добился до того, что сам понял, а он мне говорит, что я не учился. Урод этакой! Да еще по окончанию ученья говорит, что Класс ваш отличился сегодня. Ну его к чёрту! У нас теперь Павловы. Папа читает законы и спорит с Петром Николаевичем. А мама в гостиной разговаривают с Павловой. Вчера я купил Грамматику Антонова. В Воскресенье я приобрел за 3 рубля лампу с молочным полушаром и тритона Аргантова. В первый же день сломали немного полушар этот. Хоть бы уроки достать, а то выучишься к следующему дню и не знаешь что делать. А тогда б хоть сам повторял, да и других учил, да и деньги бы зарабатывал. Тройная польза. К завтраму ничего не учился. Ну да легкий день. Нечего и учиться то. А вот к пятнице порядочно так надо подолбить. А я имея время, ничего не сделал. Это худо. Да что станешь делать, когда не хочется. А я ужасно ленив. Как заленюсь, так и пиши пропало.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.990729295426452
4,"1862-03-27","27 марта. Вторник. Пять недель великого поста прошли, как будто их и не было. Поговаривают об экзаменах. Лемониус дал нам самим сделать их распределение и мы на каждый экзамен дали несколько дней приготовления. Страшно, да что делать без экзамена не отпустят. Надо постараться. Я встаю в седьмом часу и весь день занимаюсь.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.981662591687042
4,"1860-10-19","19 октября. Среда. Вчера я боялся Буша, а между тем у меня его класс сошел чрезвычайно хорошо. Он вызвал и поставил 4. Не знаю что-то дальше будет. Я никому не знаю к завтраму. Ну да довольно. Хоть сколько-нибудь написать так и то хорошо. Все таки есть что-нибудь написано. В субботу праздник. Это главное!","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.964114832535885
4,"1860-10-20","20 октября. Четверг. Сегодня прошло счастливо. Кедров да под конец класса отделался хорошо. Завтра в 7 часов вечера Лядов будет читать лекции.
У нас Е.А. останется ночевать. Мамы еще нету. Довольно одиноко и то хорошо.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.952830188679245
4,"1862-03-30","30 марта. Пятница. Сегодня в 2 <U+00BC> часа нас отпустили готовиться на экзамены. Теперь все зависит от одного меня, а я еще ничего не начинал делать. Вчера к нам приехала Каташенька с детьми. Она кажется намерена остаться до Вторника. Пусть бы скорей уезжала, а то ничего не приготовится. Стоюнин будет продолжать свои лекции. Однако пора заниматься.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.952830188679245
4,"1860-10-04","4 октября. Вторник. Сегодняшний день для меня был и счастливый и несчастный. Многие из учителей читали отметки. Из Физики и Математики я получил по 2. Из закона и Истории по 5. Надо учиться из математики хорошенько. Меня сегодня вызывали Кедров и Лапшин. От обоих отделался хорошо. Не знаю что-то поставят в месячных. К завтрому я никому не учился. Особенно боюсь Лемониуса. Он меня ни разу не вызывал. Мне надо, как можно лучше учиться из Латинского языка, а я как нарочно к завтрому Лапшину не приготовил. Хочу поступать в академию, а не могу переводить Овидия, тогда как должен уметь переводить Цицерона, Саллюстия, Тита Ливия и Корнелия Непота. Не знаю как будет. Нужно писать еще сочинение на Латинском языке без словаря. Впрочем, позволяется спрашивать некоторые неизвестные слова. А хотелось бы мне поступить туда. Если бы я вынес славно бы было. Главное, экзамен легкий. Из Тригонометрии несколько страничек, из Математической Географии также. Из Закона истории Церкви почти что не нужно. Только вот в чем препятствие. Надо знать один из новейших языков. А какой я знаю? Никакого. Если бы достать учеников, да накопить денег, тогда же можно было пожертвовать 24 рублями какому-нибудь французу, только б выучить хорошенько французскому языку. А теперь публикуют беспрестанно такие предложения. Например недавно было так называемое небывалое предложение выучить в 24 урока за 24 рубля фундаментально знать французский язык. Это бы было славно. Я бы хоть 30 рублей дал, лишь бы выучиться же хорошенько говорить. А то право стыдно. Стоишь у Леонтьевых болваном, ничего не понимаешь. Другим весело, другие хохочат, говорят, гуляют, а я ничего не делаю. Сегодня у нас была Настасья Петровна и наврала тут. Говорит, будто бы я сказал Владимиру Николаевичу, что пойду к тетеньке, которая недалеко живет. А я этого не говорил ничего. Наконец объявила, что в Воскресенье у нас будет обед и Леонтьевы приедут. Вот наказание то право. Вставай рано, не выспишься, а на другой день в гимназию отправляйся. Чёрт знает, что такое. Сегодня я отдал Мунделю вожделенный билет. Рибо принес мне сегодня же программу для вступления в студенты академии. Я ее уже прочитал. Хотелось бы мне, очень хотелось вступить в академию.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.946490791438527
4,"1862-01-30","30 января. Вторник. Сегодня вызывал меня Миквиц из физики. Пришлось отвечать о равновесии сил в наклонной плоскости если одна из них действует параллельно основанию плоскости о равновесие винта. Сошло хорошо. Вызывал еще батька. Я ему кое-как ответил. К завтрему по своему обыкновению никому не знаю, исключая Лапшина да Струве, которого мы прозвали Негропонтовым. Право странно. Ни одного на неделе нет, к которому бы я все уроки приготовил. Непременно двух не знаю. Уже это редкость если один не выучился. А отчего все это? Частью от лени, а частью в том виновато и само начальство гимназии. Ведь это легко подумать 5 уроков в день с 9 часов утра до 2 <U+00BD> пополудни и все обязательные. Утром сидим в гимназии, вечером придем домой — тоже долби. Ведь это ужасно! Нет отдыха совсем! Станешь наконец и лениться. И предметы то все в каком-то неустойчивом равновесии. Чуть из одного больше занялся — другой не будешь знать. И всякий преподаватель требует, чтобы ему отвечали. Пора бы кажется обратить на это внимание. Уменьшить такое разнообразие предметов в один день, а то иногда бывает такой хаос в голове, что сами ничего не понимаем. Пишем немецкие слова вместо греческих и подобную чепуху.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.940041710114703
4,"1862-01-11","11 января. Среда. Вчера были дяденькины именины. Я не спал до 1 <U+00BD> часов утра и потому сегодня не пошел в гимназию.","класс, экзамен, гимназия, язык, история, билет, мама, французский, ученик, учитель",0.931192660550459
5,"1867-01-11","11 января. Среда. Я думаю снова начать записывать, чтобы легче впоследствии обсудить, что я за человек, куда гожусь и как себя держать в обществе, чтобы быть хоть сколько-нибудь для него нужным. Под словом общество я разумею простое светское общество. Я, вообще, хочу записывать свое умственное и если можно выразиться так, чувственное развитие. Это разумеется не можно сделать, как строго записывать своим мысли и чувства, и чрез несколько времени прочитать, чтобы увидеть, что я пережил. В настоящее время меня интересует, что за чувства я питаю к О.М.Т. Мне кажется, подобные записки принесут ту пользу, что, прочитав их, я составлю себе правила как держаться в обществе; но об этом рассуждение впереди. Теперь дело в том, влюблен ли я в О.М.Т. или нет. В октябре или ноябре прошлого года, не помню, ОМТ была больна ревматизмом суставов. Во время ее болезни мне хотелось спроведать ее, но я не помню, чтоб я того желал пламенно, хотя б сходил к ней тогда с большим удовольствием, чем к кому либо другому. Вскоре она выздоровела, начала к нам ходить, и, как веселая барыня, занимала наше общество, так что без нее было как-то скучно. Я начал с ней, без всякой задней мысли, заговаривать, шутить, как то стороной узнал, что она выразилась, будто я начинаю развертываться, такие глаза стали масляные. Это мне понравилось, я стал с нею смеяться, стал стараться сделать свои свиные глаза масляными, сказать что-нибудь острое, что мне конечно не удавалось. Я теперь даже припоминаю, что мне одной время думалось, будто она мною интересуется. Моим давнишним девизом стало слово Вежливость. Я ОМТ был вежлив чрезвычайно, старался ей угодить (слово чрезвычайно я тут употребил для того, чтобы выразить, что я старался сделать все угодное, предупредив ее желания, как бы поступил и со всякой другой дамой, единственно из самолюбия, чтоб про меня сказали: Какой вежливый, чтоб только чем-нибудь выделиться из окружающих меня людей, к-рым я в некоторых отношениях завидую). Недели три тому назад я заметил, что мне было приятно угодить именно ОМТ, чтоб именно от нее получить благодарность или улыбку, одним словом обратить ее внимание на себя: мне доставляло удовольствие подать ей салом, отворить ей дверь, я с удовольствием смотрел ей на лицо. Недели полторы тому назад мне стало хотеться ходить к ней, я стал особенно прихорашиваться, когда она была у нас или я шел к ней. Я стал принимать позы, идущие, по моему мнению, ко мне, чтоб освещение лампой падало снизу на мое лицо, потому что мне кажется будто я при таком освещении красивее. Мне стало доставлять особенное удовольствие (более сильное, чем прежде) глядеть на нее. На меня нападала радость, когда я увидал, что она идет к нам. Наконец во сне появилась ревность к Густ. Мне показалось, что Г ухаживает за ОМТ и так как он каждый воскресный вечер провожает ее до дому, то мне это стало досадно. теперешние мои чувства след: еще я бы рассказал, что было 7го янв. Это еще день ангела Ивана Галактионовича. Каташенька. позвала нас к себе, а в том числе и ОМ. ОМ в этот вечера была, как мне казалось и кажется, особенно любезна со мной: пригласила однажды сесть возле себя, шептала мне на ухо шутки (этого прежде не бывало), я рассыпался в вежливости. Вечером после ужина, когда мы пошли домой, я пошел с нею, на углу Фуршт. и Воскрес. улиц наши повернули направо, а я с ОМ пошел прямо. Еще прежде этого ОМ говорила мне, что хочет мне предложить один интересующий ее вопрос. Теперь она меня и спросила: что я сказал в 1 вечер Рибо и Соне, что слышал? и что он передал ей, сказав: Владимир Иванович (я) сказал приятное для моей чести и для вас (для ОМ). Это было в одно прошлое воскресенье, мы (Соня, Рибо, и я) расстались пред уходом ОМ. попросила у меня почитать книг и я ей предложил Женские болезни и хотел объяснить устройство женских половых органов. К чему и приступил, вынув атлас Бока; в это время вошел Г. и сказал: Медицина пустяки, а вот возьмите (это он сказал, обращаясь к ОМ) химию, да и читайте ее. Я вскинулся на него, потому что мне его слова кажется глупостью: мы начали горячо спорить, шли по улице и спорили (что ОМ шла среди нас) и расстались на углу Знаменск. и площади Козьмы (Г с ОМ пошли к дому последней), почти ни окончив спора; впрочем, кажется, победа была несколько на моей стороне с Каташенькой у ее дома и, идя домой, встретились с Г., возвращавшимся к себе домой после проводов ОМ. Не видя его и не ожидая его встретить, я что-то сказал Соне о ОМ или о Г. — не помню. В это самое время подошел Г. и, конечно, слышал мои слова, обернувшись. Кажется, и не раздумывал, сказав, что я говорил приятное для его чести и для ОМ и об моих словах и спрашивала ОМ, когда я ее провожал с именин Ивана Галактионовича. Я решительно не помню, что сказал и ответил ОМ, будто я сказал, что Г. нравится ей, а она ответила мне Я так и думала. Я ей объяснил, почему я думаю, что она нравится Г-у и, поняв ее вопрос в то время так, что она дала мне предостережение не говорить в другой раз подобные вещи и след. считает меня за сплетника, я счел нужным обидеться и сказать, что я никогда не ожидал, чтоб Г. стал передавать другим случайно подслушанное им слова, что теперь я с ними буду гораздо осторожнее и мне неприятно, что она будет считать меня сплетником. ОМ назвала меня Соней, ахала и уверяла, что я напрасно волнуюсь. Вернувшись домой, я с час проходил по комнате, раздумывая с какой честью ОМ предложила мне вопрос: что он слышал приятное для нее и для себя.","любовь, веселый, общество, театр, глупый, удовольствие, приятный, чувство, сердце, неприятный",0.997625830959164
5,"1867-01-30","30 января (18 января). Среда. Прошлое воскресенье (15 ч) я все думал о предстоящем свидании с ОМТ. в восьмом часу мы пошли к Кат., где уже была ОМ. При моем входе она вскочила и обернулась ко мне задом. Я обиделся и сказал: Чтож это, ОМ, как вы меня встречаете. Оказалось, что она хотела похвастаться своим шиньоном, а я, дурак, разобиделся, не поняв ее намерения. Впрочем я рассыпался в похвалах ее шиньону. В этот день она собиралась ехать в маскарад в Большой театр и поэтому к 10 часам она была быть уж у себя дома. весь вечер она держалась относительно меня довольно сдержано: не делала глазки, как в былые времена, не , говорила, что надо собраться с ездить в собрание. Я тоже не отходил от нее, положил перед ней свои голы, чтобы она не проскочила. Наконец она стала собираться домой. У Сони были ее ноты, которые Соня отдала мне, сказав: Ты пойдешь провожать ОМ, так возьми с собой ноты ее. Я так и думал, что пойду. ОМ вышла в прихожую, провожаемая, по обыкновению, всеми присутствовавшими, начала одеваться, но о провожании ни слова; я тоже молчу и даже не хотел предлагать своих услуг, но, вследствие какой-то глупой вежливости, не утерпел и спросил ее: Вы, ОМ, одна идете? Не угодно ли я вас провожу, Она ответила: Зачем же вам выходить на мороз, я ведь понимаю, как это неприятно. Тут Костя сунулся: Не угодно лия вам провожу, Она начала говорить известную фразу, кончающуюся : Шишел вышел — вон пошел, причем указала на Костю.","любовь, веселый, общество, театр, глупый, удовольствие, приятный, чувство, сердце, неприятный",0.988619119878604
5,"1864-03-04","4 марта. Среда. Соня получила место гувернантки в Тамбовской губернии и едет туда послезавтра. У нас конечно суматохе. Сборы к отъезду. Масленица прошла и оставила во мне какое-то сожаление по себе. Это странно. Не знаю, чем все объяснить. Мне кажется, что я теперь делаюсь из мальчика мужчиной, мне нужно женское общество, а его то именно у нас и нет. На масленице я часто бывал в Мариинском театр, видел там хорошеньких дам и девиц (не знаю), а теперь не вижу и вот причина грусти и неприятного чувства тоски. Грусть и тоска не одно и тоже. Я рад 10 раз испытать грусть вместо одного раза тоски. Грусть конечно неприятна, спору нет, но это чувство тихое, а тоска совсем другое — это чувство, которое за душу тянет, покою не дает человеку становится тошно жить на свете, он не знает куда деваться. Я это пишу с собственного опыта, а не выдумываю. В такое время я не могу приняться за книги. Это не лень, а какое-то глупое отвращение к науке. Вообще я не знаю, что со мною делается последнее время. Мне не на шутку становится скучно жить на свете. И действительно для чего жить? Ни себе, ни другим не доставляешь удовольствия, а пользы тем более. Жизнь моя еще не определена. Для этого я должен ждать три года, если вздумается мне остаться в этом курсе. Грустно, право грустно жить на свете и особенно такому дураку, как я. Ни способностей, ни приятной наружности, ни ума — ничего нет. Лучше уж и не говорить о себе, а то начинаешь раздражаться.","любовь, веселый, общество, театр, глупый, удовольствие, приятный, чувство, сердце, неприятный",0.943687794656888
